num_article,doi,mention,concept
681,10.1097/MD.0000000000005585,gut microbiota,<Gut microbiota>
681,10.1097/MD.0000000000005585,prebiotic candidates,<Prebiotic>
681,10.1097/MD.0000000000005585,prebiotics prediction,<Prebiotic>
681,10.1097/MD.0000000000005585,carbohydrates,<Carbohydrate>
687,10.1093/ijnp/pyv114,gut microbiota,<Gut microbiota>
687,10.1093/ijnp/pyv114,brain function,<Brain function>
687,10.1093/ijnp/pyv114,neuroscience,<Neuroscience>
687,10.1093/ijnp/pyv114,health,<Health>
687,10.1093/ijnp/pyv114,disease,<Disease>
687,10.1093/ijnp/pyv114,sequencing technology,<Sequencing>
687,10.1093/ijnp/pyv114,microbiota,<Microbiota>
687,10.1093/ijnp/pyv114,health disorders,<Disorder>
687,10.1093/ijnp/pyv114,obesity,<Obesity>
687,10.1093/ijnp/pyv114,behavior,<Behavior>
687,10.1093/ijnp/pyv114,mental health,<Mental health>
687,10.1093/ijnp/pyv114,neuroscientists,<Neuroscientist>
687,10.1093/ijnp/pyv114,psychiatrists,<Psychiatrist>
687,10.1093/ijnp/pyv114,psychiatric disorders,<Psychiatric disorder>
687,10.1093/ijnp/pyv114,neuroendocrine function,<Neuroendocrine function>
687,10.1093/ijnp/pyv114,probiotics,<Probiotic>
687,10.1093/ijnp/pyv114,brain,<Brain>
687,10.1093/ijnp/pyv114,gut-brain axis,<Gut-brain axis>
687,10.1093/ijnp/pyv114,humans,<Human>
703,10.3402/mehd.v26.26309,human gut microbiota,<Human>
703,10.3402/mehd.v26.26309,human gut microbiota,<Gut microbiota>
703,10.3402/mehd.v26.26309,autism spectrum disorder,<Autism spectrum disorder>
703,10.3402/mehd.v26.26309,microbial ecosystem,<Microbial ecosystem>
703,10.3402/mehd.v26.26309,health,<Health>
703,10.3402/mehd.v26.26309,host,<Host>
703,10.3402/mehd.v26.26309,ecosystem,<Ecosystem>
703,10.3402/mehd.v26.26309,gut microbiota function,<Gut microbiota function>
703,10.3402/mehd.v26.26309,gut microbiota,<Gut microbiota>
703,10.3402/mehd.v26.26309,brain,<Brain>
703,10.3402/mehd.v26.26309,microbiota,<Microbiota>
703,10.3402/mehd.v26.26309,gut,<Gut>
703,10.3402/mehd.v26.26309,behavior,<Behavior>
703,10.3402/mehd.v26.26309,mental health,<Mental health>
703,10.3402/mehd.v26.26309,organ,<Organ>
703,10.3402/mehd.v26.26309,microbes,<Microorganism>
95,10.3390/ijms242216459,microbiota,<Microbiota>
95,10.3390/ijms242216459,depressive disorder,<Depressive disorder>
95,10.3390/ijms242216459,gut-brain axis,<Gut-brain axis>
95,10.3390/ijms242216459,gut microbiota,<Gut microbiota>
95,10.3390/ijms242216459,human nervous system,<Human>
95,10.3390/ijms242216459,human nervous system,<Nervous system>
95,10.3390/ijms242216459,mental health,<Mental health>
95,10.3390/ijms242216459,major depressive disorder,<Major depressive disorder>
95,10.3390/ijms242216459,biomarkers,<Biomarker>
95,10.3390/ijms242216459,depression,<Depression>
95,10.3390/ijms242216459,microbiome samples,<Microbiome sample>
95,10.3390/ijms242216459,disorder status,<Disorder status>
95,10.3390/ijms242216459,patients,<Patient>
95,10.3390/ijms242216459,metagenomic samples,<Metagenomic sample>
95,10.3390/ijms242216459,Faecalibacterium prausnitzii,<Faecalibacterium prausnitzii>
95,10.3390/ijms242216459,diagnostic and therapeutic strategies,<Diagnostic strategy>
95,10.3390/ijms242216459,diagnostic and therapeutic strategies,<Therapeutic strategy>
95,10.3390/ijms242216459,taxonomic and functional changes,<Taxonomic change>
95,10.3390/ijms242216459,taxonomic and functional changes,<Functional change>
95,10.3390/ijms242216459,molecular interplay,<Molecule>
